True_Positive_1,True_Positive_2,True_Positive_3,True_Positive_4,True_Positive_5,False_Positive_1,False_Positive_2,False_Positive_3,False_Positive_4,False_Positive_5,MCC_1,MCC_2,MCC_3,MCC_4,MCC_5
0.705452349875181,0.669859864716512,0.63604137213464,0.584540442096198,0.497373895821877,0,0,0,0,0.0736539819756215,0.515754530115509,0.712154354320479,0.8653535204668,0.968773575113231,0.798662038749229
0.715159706150088,0.681563172533994,0.649512563660906,0.589060730932116,0.499999999999981,0,0,0,0,0.0925786325189,0.528079858563961,0.731820933428676,0.891466079172103,0.977213710775924,0.838484172190792
0.698355896155185,0.639798254009731,0.576547965073541,0.505932232847794,0.427380361664789,0,0,0,1.32213517043789e-05,0.222417494043442,0.508411797528984,0.666694553699121,0.762224041483808,0.811226603408905,0.402207229822055
0.705127668367084,0.647123461176392,0.588252424385529,0.519001851597652,0.43719562699914,0,0,0,0.00499879231625684,0.239048098301699,0.515471356386206,0.676753309889764,0.781918113624011,0.836851670128338,0.460548786775956
